Text(1) | Tiempo: 36097 ms | TextId: So01.Do01.V2017-06-29.Se02.T01 | No. Concepts: 18 | Doc: So01.Do01 - 2017-06-29 | Section: Diagnosis 
Text(920) | Tiempo: 11215 ms | TextId: So01.Do1177.V2017-06-29.Se02.T03 | No. Concepts: 7 | Doc: So01.Do1177 - 2017-06-29 | Section: Diagnosis 
Text(921) | Tiempo: 9254 ms | TextId: So01.Do1177.V2017-06-29.Se02.T04 | No. Concepts: 6 | Doc: So01.Do1177 - 2017-06-29 | Section: Diagnosis 
Text(922) | Tiempo: 9339 ms | TextId: So01.Do1177.V2017-06-29.Se02.T05 | No. Concepts: 6 | Doc: So01.Do1177 - 2017-06-29 | Section: Diagnosis 
Text(923) | Tiempo: 11346 ms | TextId: So01.Do1177.V2017-06-29.Se02.T06 | No. Concepts: 5 | Doc: So01.Do1177 - 2017-06-29 | Section: Diagnosis 
Text(924) | Tiempo: 19467 ms | TextId: So01.Do1177.V2017-06-29.Se02.T07 | No. Concepts: 12 | Doc: So01.Do1177 - 2017-06-29 | Section: Diagnosis 
Text(925) | Tiempo: 20932 ms | TextId: So01.Do1177.V2017-06-29.Se04.T01 | No. Concepts: 8 | Doc: So01.Do1177 - 2017-06-29 | Section: Signs and symptoms 
Text(926) | Tiempo: 20991 ms | TextId: So01.Do1177.V2017-06-29.Se04.T02 | No. Concepts: 13 | Doc: So01.Do1177 - 2017-06-29 | Section: Signs and symptoms 
Text(927) | Tiempo: 3352 ms | TextId: So01.Do1177.V2017-06-29.Se04.T03 | No. Concepts: 3 | Doc: So01.Do1177 - 2017-06-29 | Section: Signs and symptoms 
Text(928) | Tiempo: 5431 ms | TextId: So01.Do1178.V2017-06-29.Se02.T01 | No. Concepts: 5 | Doc: So01.Do1178 - 2017-06-29 | Section: Diagnosis 
Text(929) | Tiempo: 133 ms | TextId: So01.Do1178.V2017-06-29.Se02.T02 | No. Concepts: 1 | Doc: So01.Do1178 - 2017-06-29 | Section: Diagnosis 
Text(930) | Tiempo: 3870 ms | TextId: So01.Do1178.V2017-06-29.Se02.T03 | No. Concepts: 3 | Doc: So01.Do1178 - 2017-06-29 | Section: Diagnosis 
Text(931) | Tiempo: 4396 ms | TextId: So01.Do1178.V2017-06-29.Se02.T04 | No. Concepts: 3 | Doc: So01.Do1178 - 2017-06-29 | Section: Diagnosis 
Text(932) | Tiempo: 12192 ms | TextId: So01.Do1178.V2017-06-29.Se02.T05 | No. Concepts: 7 | Doc: So01.Do1178 - 2017-06-29 | Section: Diagnosis 
Text(933) | Tiempo: 24361 ms | TextId: So01.Do1178.V2017-06-29.Se02.T06 | No. Concepts: 11 | Doc: So01.Do1178 - 2017-06-29 | Section: Diagnosis 
Text(934) | Tiempo: 17423 ms | TextId: So01.Do1178.V2017-06-29.Se04.T01 | No. Concepts: 10 | Doc: So01.Do1178 - 2017-06-29 | Section: Signs and symptoms 
Text(935) | Tiempo: 1533 ms | TextId: So01.Do1178.V2017-06-29.Se04.T02 | No. Concepts: 2 | Doc: So01.Do1178 - 2017-06-29 | Section: Signs and symptoms 
Text(936) | Tiempo: 2265 ms | TextId: So01.Do1178.V2017-06-29.Se04.T03 | No. Concepts: 3 | Doc: So01.Do1178 - 2017-06-29 | Section: Signs and symptoms 
Text(937) | Tiempo: 1666 ms | TextId: So01.Do1178.V2017-06-29.Se04.T04 | No. Concepts: 2 | Doc: So01.Do1178 - 2017-06-29 | Section: Signs and symptoms 
Text(938) | Tiempo: 14645 ms | TextId: So01.Do1178.V2017-06-29.Se04.T05 | No. Concepts: 11 | Doc: So01.Do1178 - 2017-06-29 | Section: Signs and symptoms 
Text(939) | Tiempo: 10348 ms | TextId: So01.Do1178.V2017-06-29.Se04.T06 | No. Concepts: 5 | Doc: So01.Do1178 - 2017-06-29 | Section: Signs and symptoms 
Text(940) | Tiempo: 26060 ms | TextId: So01.Do1179.V2017-06-29.Se01.T01 | No. Concepts: 14 | Doc: So01.Do1179 - 2017-06-29 | Section: Cause 
Text(941) | Tiempo: 42 ms | TextId: So01.Do1179.V2017-06-29.Se01.T02 | No. Concepts: 1 | Doc: So01.Do1179 - 2017-06-29 | Section: Cause 
Text(942) | Tiempo: 108164 ms | TextId: So01.Do1179.V2017-06-29.Se01.T03 | No. Concepts: 46 | Doc: So01.Do1179 - 2017-06-29 | Section: Cause 
Text(943) | Tiempo: 145 ms | TextId: So01.Do1179.V2017-06-29.Se01.T04 | No. Concepts: 1 | Doc: So01.Do1179 - 2017-06-29 | Section: Cause 
Text(944) | Tiempo: 17589 ms | TextId: So01.Do1179.V2017-06-29.Se01.T05 | No. Concepts: 11 | Doc: So01.Do1179 - 2017-06-29 | Section: Cause 
Text(945) | Tiempo: 44 ms | TextId: So01.Do1179.V2017-06-29.Se01.T06 | No. Concepts: 1 | Doc: So01.Do1179 - 2017-06-29 | Section: Cause 
Text(946) | Tiempo: 34100 ms | TextId: So01.Do1179.V2017-06-29.Se01.T07 | No. Concepts: 19 | Doc: So01.Do1179 - 2017-06-29 | Section: Cause 
Text(947) | Tiempo: 26533 ms | TextId: So01.Do1179.V2017-06-29.Se02.T01 | No. Concepts: 14 | Doc: So01.Do1179 - 2017-06-29 | Section: Diagnosis 
Text(948) | Tiempo: 24073 ms | TextId: So01.Do1179.V2017-06-29.Se02.T02 | No. Concepts: 10 | Doc: So01.Do1179 - 2017-06-29 | Section: Diagnosis 
Text(949) | Tiempo: 43016 ms | TextId: So01.Do1179.V2017-06-29.Se02.T03 | No. Concepts: 16 | Doc: So01.Do1179 - 2017-06-29 | Section: Diagnosis 
Text(950) | Tiempo: 12245 ms | TextId: So01.Do1179.V2017-06-29.Se02.T04 | No. Concepts: 6 | Doc: So01.Do1179 - 2017-06-29 | Section: Diagnosis 
Text(951) | Tiempo: 46894 ms | TextId: So01.Do1179.V2017-06-29.Se04.T01 | No. Concepts: 15 | Doc: So01.Do1179 - 2017-06-29 | Section: Signs and symptoms 
Text(952) | Tiempo: 15661 ms | TextId: So01.Do1180.V2017-06-29.Se02.T01 | No. Concepts: 9 | Doc: So01.Do1180 - 2017-06-29 | Section: Diagnosis 
Text(953) | Tiempo: 10787 ms | TextId: So01.Do1180.V2017-06-29.Se02.T02 | No. Concepts: 5 | Doc: So01.Do1180 - 2017-06-29 | Section: Diagnosis 
Text(954) | Tiempo: 189 ms | TextId: So01.Do1180.V2017-06-29.Se02.T03 | No. Concepts: 1 | Doc: So01.Do1180 - 2017-06-29 | Section: Diagnosis 
Text(955) | Tiempo: 7978 ms | TextId: So01.Do1180.V2017-06-29.Se02.T04 | No. Concepts: 6 | Doc: So01.Do1180 - 2017-06-29 | Section: Diagnosis 
Text(956) | Tiempo: 1486 ms | TextId: So01.Do1180.V2017-06-29.Se02.T05 | No. Concepts: 2 | Doc: So01.Do1180 - 2017-06-29 | Section: Diagnosis 
Text(957) | Tiempo: 39137 ms | TextId: So01.Do1180.V2017-06-29.Se02.T06 | No. Concepts: 19 | Doc: So01.Do1180 - 2017-06-29 | Section: Diagnosis 
Text(958) | Tiempo: 28176 ms | TextId: So01.Do1180.V2017-06-29.Se02.T07 | No. Concepts: 12 | Doc: So01.Do1180 - 2017-06-29 | Section: Diagnosis 
Text(959) | Tiempo: 27 ms | TextId: So01.Do1180.V2017-06-29.Se02.T08 | No. Concepts: 1 | Doc: So01.Do1180 - 2017-06-29 | Section: Diagnosis 
Text(960) | Tiempo: 21436 ms | TextId: So01.Do1180.V2017-06-29.Se02.T09 | No. Concepts: 9 | Doc: So01.Do1180 - 2017-06-29 | Section: Diagnosis 
Text(961) | Tiempo: 6170 ms | TextId: So01.Do1180.V2017-06-29.Se04.T01 | No. Concepts: 6 | Doc: So01.Do1180 - 2017-06-29 | Section: Signs and symptoms 
Text(962) | Tiempo: 35064 ms | TextId: So01.Do1180.V2017-06-29.Se04.T02 | No. Concepts: 16 | Doc: So01.Do1180 - 2017-06-29 | Section: Signs and symptoms 
Text(963) | Tiempo: 3304 ms | TextId: So01.Do1180.V2017-06-29.Se04.T03 | No. Concepts: 2 | Doc: So01.Do1180 - 2017-06-29 | Section: Signs and symptoms 
Text(964) | Tiempo: 429 ms | TextId: So01.Do1180.V2017-06-29.Se04.T04 | No. Concepts: 1 | Doc: So01.Do1180 - 2017-06-29 | Section: Signs and symptoms 
Text(965) | Tiempo: 19230 ms | TextId: So01.Do1180.V2017-06-29.Se04.T05 | No. Concepts: 7 | Doc: So01.Do1180 - 2017-06-29 | Section: Signs and symptoms 
Text(966) | Tiempo: 12032 ms | TextId: So01.Do1180.V2017-06-29.Se04.T06 | No. Concepts: 5 | Doc: So01.Do1180 - 2017-06-29 | Section: Signs and symptoms 
Text(967) | Tiempo: 44533 ms | TextId: So01.Do1180.V2017-06-29.Se04.T07 | No. Concepts: 18 | Doc: So01.Do1180 - 2017-06-29 | Section: Signs and symptoms 
Text(968) | Tiempo: 19436 ms | TextId: So01.Do1180.V2017-06-29.Se04.T08 | No. Concepts: 12 | Doc: So01.Do1180 - 2017-06-29 | Section: Signs and symptoms 
Text(969) | Tiempo: 2437 ms | TextId: So01.Do1180.V2017-06-29.Se04.T09 | No. Concepts: 3 | Doc: So01.Do1180 - 2017-06-29 | Section: Signs and symptoms 
Text(970) | Tiempo: 170 ms | TextId: So01.Do1180.V2017-06-29.Se04.T10 | No. Concepts: 1 | Doc: So01.Do1180 - 2017-06-29 | Section: Signs and symptoms 
Text(971) | Tiempo: 7679 ms | TextId: So01.Do1180.V2017-06-29.Se04.T11 | No. Concepts: 4 | Doc: So01.Do1180 - 2017-06-29 | Section: Signs and symptoms 
Text(972) | Tiempo: 20910 ms | TextId: So01.Do1181.V2017-06-29.Se02.T01 | No. Concepts: 13 | Doc: So01.Do1181 - 2017-06-29 | Section: Diagnosis 
Text(973) | Tiempo: 40030 ms | TextId: So01.Do1181.V2017-06-29.Se02.T02 | No. Concepts: 14 | Doc: So01.Do1181 - 2017-06-29 | Section: Diagnosis 
Text(974) | Tiempo: 54762 ms | TextId: So01.Do1181.V2017-06-29.Se02.T03 | No. Concepts: 24 | Doc: So01.Do1181 - 2017-06-29 | Section: Diagnosis 
Text(975) | Tiempo: 26492 ms | TextId: So01.Do1181.V2017-06-29.Se02.T04 | No. Concepts: 12 | Doc: So01.Do1181 - 2017-06-29 | Section: Diagnosis 
Text(976) | Tiempo: 17591 ms | TextId: So01.Do1181.V2017-06-29.Se04.T01 | No. Concepts: 9 | Doc: So01.Do1181 - 2017-06-29 | Section: Signs and symptoms 
Text(977) | Tiempo: 17 ms | TextId: So01.Do1182.V2017-06-29.Se01.T01 | No. Concepts: 1 | Doc: So01.Do1182 - 2017-06-29 | Section: Cause 
Text(978) | Tiempo: 1574 ms | TextId: So01.Do1182.V2017-06-29.Se01.T02 | No. Concepts: 2 | Doc: So01.Do1182 - 2017-06-29 | Section: Cause 
Text(979) | Tiempo: 98 ms | TextId: So01.Do1182.V2017-06-29.Se01.T03 | No. Concepts: 1 | Doc: So01.Do1182 - 2017-06-29 | Section: Cause 
Text(980) | Tiempo: 22 ms | TextId: So01.Do1182.V2017-06-29.Se01.T04 | No. Concepts: 1 | Doc: So01.Do1182 - 2017-06-29 | Section: Cause 
Text(981) | Tiempo: 1434 ms | TextId: So01.Do1182.V2017-06-29.Se02.T01 | No. Concepts: 2 | Doc: So01.Do1182 - 2017-06-29 | Section: Diagnosis 
Text(982) | Tiempo: 95 ms | TextId: So01.Do1182.V2017-06-29.Se02.T02 | No. Concepts: 1 | Doc: So01.Do1182 - 2017-06-29 | Section: Diagnosis 
Text(983) | Tiempo: 19 ms | TextId: So01.Do1182.V2017-06-29.Se02.T03 | No. Concepts: 1 | Doc: So01.Do1182 - 2017-06-29 | Section: Diagnosis 
Text(984) | Tiempo: 15156 ms | TextId: So01.Do1183.V2017-06-29.Se02.T01 | No. Concepts: 12 | Doc: So01.Do1183 - 2017-06-29 | Section: Diagnosis 
Text(985) | Tiempo: 47400 ms | TextId: So01.Do1183.V2017-06-29.Se04.T01 | No. Concepts: 17 | Doc: So01.Do1183 - 2017-06-29 | Section: Signs and symptoms 
Text(986) | Tiempo: 19674 ms | TextId: So01.Do1184.V2017-06-29.Se01.T01 | No. Concepts: 9 | Doc: So01.Do1184 - 2017-06-29 | Section: Cause 
Text(987) | Tiempo: 1694 ms | TextId: So01.Do1184.V2017-06-29.Se01.T02 | No. Concepts: 2 | Doc: So01.Do1184 - 2017-06-29 | Section: Cause 
Text(988) | Tiempo: 7795 ms | TextId: So01.Do1184.V2017-06-29.Se01.T03 | No. Concepts: 6 | Doc: So01.Do1184 - 2017-06-29 | Section: Cause 
Text(989) | Tiempo: 8696 ms | TextId: So01.Do1184.V2017-06-29.Se01.T04 | No. Concepts: 6 | Doc: So01.Do1184 - 2017-06-29 | Section: Cause 
Text(990) | Tiempo: 6460 ms | TextId: So01.Do1184.V2017-06-29.Se01.T05 | No. Concepts: 5 | Doc: So01.Do1184 - 2017-06-29 | Section: Cause 
Text(991) | Tiempo: 1475 ms | TextId: So01.Do1184.V2017-06-29.Se02.T01 | No. Concepts: 2 | Doc: So01.Do1184 - 2017-06-29 | Section: Diagnosis 
Text(992) | Tiempo: 56601 ms | TextId: So01.Do1184.V2017-06-29.Se02.T02 | No. Concepts: 22 | Doc: So01.Do1184 - 2017-06-29 | Section: Diagnosis 
Text(993) | Tiempo: 2198 ms | TextId: So01.Do1184.V2017-06-29.Se02.T03 | No. Concepts: 2 | Doc: So01.Do1184 - 2017-06-29 | Section: Diagnosis 
Text(994) | Tiempo: 21209 ms | TextId: So01.Do1184.V2017-06-29.Se02.T04 | No. Concepts: 6 | Doc: So01.Do1184 - 2017-06-29 | Section: Diagnosis 
Text(995) | Tiempo: 11593 ms | TextId: So01.Do1184.V2017-06-29.Se04.T01 | No. Concepts: 3 | Doc: So01.Do1184 - 2017-06-29 | Section: Signs and symptoms 
Text(996) | Tiempo: 3131 ms | TextId: So01.Do1184.V2017-06-29.Se04.T02 | No. Concepts: 3 | Doc: So01.Do1184 - 2017-06-29 | Section: Signs and symptoms 
Text(997) | Tiempo: 10123 ms | TextId: So01.Do1185.V2017-06-29.Se02.T01 | No. Concepts: 8 | Doc: So01.Do1185 - 2017-06-29 | Section: Diagnosis 
Text(998) | Tiempo: 3220 ms | TextId: So01.Do1185.V2017-06-29.Se02.T02 | No. Concepts: 3 | Doc: So01.Do1185 - 2017-06-29 | Section: Diagnosis 
Text(999) | Tiempo: 11816 ms | TextId: So01.Do1185.V2017-06-29.Se02.T03 | No. Concepts: 6 | Doc: So01.Do1185 - 2017-06-29 | Section: Diagnosis 
Text(1000) | Tiempo: 6826 ms | TextId: So01.Do1185.V2017-06-29.Se04.T01 | No. Concepts: 4 | Doc: So01.Do1185 - 2017-06-29 | Section: Signs and symptoms 
Text(1001) | Tiempo: 15241 ms | TextId: So01.Do1185.V2017-06-29.Se04.T02 | No. Concepts: 7 | Doc: So01.Do1185 - 2017-06-29 | Section: Signs and symptoms 
Text(1002) | Tiempo: 13155 ms | TextId: So01.Do1186.V2017-06-29.Se01.T01 | No. Concepts: 6 | Doc: So01.Do1186 - 2017-06-29 | Section: Cause 
Text(1003) | Tiempo: 15467 ms | TextId: So01.Do1186.V2017-06-29.Se01.T02 | No. Concepts: 10 | Doc: So01.Do1186 - 2017-06-29 | Section: Cause 
Text(1004) | Tiempo: 7313 ms | TextId: So01.Do1186.V2017-06-29.Se01.T03 | No. Concepts: 6 | Doc: So01.Do1186 - 2017-06-29 | Section: Cause 
Text(1005) | Tiempo: 23353 ms | TextId: So01.Do1186.V2017-06-29.Se01.T04 | No. Concepts: 10 | Doc: So01.Do1186 - 2017-06-29 | Section: Cause 
Text(1006) | Tiempo: 28 ms | TextId: So01.Do1186.V2017-06-29.Se01.T05 | No. Concepts: 1 | Doc: So01.Do1186 - 2017-06-29 | Section: Cause 
Text(1007) | Tiempo: 14592 ms | TextId: So01.Do1186.V2017-06-29.Se01.T06 | No. Concepts: 5 | Doc: So01.Do1186 - 2017-06-29 | Section: Cause 
Text(1008) | Tiempo: 635 ms | TextId: So01.Do1186.V2017-06-29.Se01.T07 | No. Concepts: 1 | Doc: So01.Do1186 - 2017-06-29 | Section: Cause 
Text(1009) | Tiempo: 87163 ms | TextId: So01.Do1186.V2017-06-29.Se02.T01 | No. Concepts: 32 | Doc: So01.Do1186 - 2017-06-29 | Section: Diagnosis 
Text(1010) | Tiempo: 29037 ms | TextId: So01.Do1186.V2017-06-29.Se02.T02 | No. Concepts: 7 | Doc: So01.Do1186 - 2017-06-29 | Section: Diagnosis 
Text(1011) | Tiempo: 67175 ms | TextId: So01.Do1186.V2017-06-29.Se04.T01 | No. Concepts: 25 | Doc: So01.Do1186 - 2017-06-29 | Section: Signs and symptoms 
Text(1012) | Tiempo: 21827 ms | TextId: So01.Do1186.V2017-06-29.Se04.T02 | No. Concepts: 11 | Doc: So01.Do1186 - 2017-06-29 | Section: Signs and symptoms 
Text(1013) | Tiempo: 122 ms | TextId: So01.Do1186.V2017-06-29.Se04.T03 | No. Concepts: 1 | Doc: So01.Do1186 - 2017-06-29 | Section: Signs and symptoms 
Text(1014) | Tiempo: 3603 ms | TextId: So01.Do1186.V2017-06-29.Se04.T04 | No. Concepts: 3 | Doc: So01.Do1186 - 2017-06-29 | Section: Signs and symptoms 
Text(1015) | Tiempo: 34 ms | TextId: So01.Do1186.V2017-06-29.Se04.T05 | No. Concepts: 1 | Doc: So01.Do1186 - 2017-06-29 | Section: Signs and symptoms 
Text(1016) | Tiempo: 36783 ms | TextId: So01.Do1186.V2017-06-29.Se04.T06 | No. Concepts: 18 | Doc: So01.Do1186 - 2017-06-29 | Section: Signs and symptoms 
Text(1017) | Tiempo: 23419 ms | TextId: So01.Do1186.V2017-06-29.Se04.T07 | No. Concepts: 12 | Doc: So01.Do1186 - 2017-06-29 | Section: Signs and symptoms 
Text(1018) | Tiempo: 30378 ms | TextId: So01.Do1186.V2017-06-29.Se04.T08 | No. Concepts: 8 | Doc: So01.Do1186 - 2017-06-29 | Section: Signs and symptoms 
Text(1019) | Tiempo: 66799 ms | TextId: So01.Do1187.V2017-06-29.Se02.T01 | No. Concepts: 25 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1020) | Tiempo: 7697 ms | TextId: So01.Do1187.V2017-06-29.Se02.T02 | No. Concepts: 2 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1021) | Tiempo: 149 ms | TextId: So01.Do1187.V2017-06-29.Se02.T03 | No. Concepts: 1 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1022) | Tiempo: 9468 ms | TextId: So01.Do1187.V2017-06-29.Se02.T04 | No. Concepts: 4 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1023) | Tiempo: 1524 ms | TextId: So01.Do1187.V2017-06-29.Se02.T05 | No. Concepts: 2 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1024) | Tiempo: 5562 ms | TextId: So01.Do1187.V2017-06-29.Se02.T06 | No. Concepts: 4 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1025) | Tiempo: 16561 ms | TextId: So01.Do1187.V2017-06-29.Se02.T07 | No. Concepts: 9 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1026) | Tiempo: 599 ms | TextId: So01.Do1187.V2017-06-29.Se02.T08 | No. Concepts: 1 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1027) | Tiempo: 3981 ms | TextId: So01.Do1187.V2017-06-29.Se02.T09 | No. Concepts: 2 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1028) | Tiempo: 10840 ms | TextId: So01.Do1187.V2017-06-29.Se02.T10 | No. Concepts: 4 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1029) | Tiempo: 2455 ms | TextId: So01.Do1187.V2017-06-29.Se02.T11 | No. Concepts: 2 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1030) | Tiempo: 25204 ms | TextId: So01.Do1187.V2017-06-29.Se02.T12 | No. Concepts: 10 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1031) | Tiempo: 3295 ms | TextId: So01.Do1187.V2017-06-29.Se02.T13 | No. Concepts: 2 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1032) | Tiempo: 22917 ms | TextId: So01.Do1187.V2017-06-29.Se02.T14 | No. Concepts: 10 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1033) | Tiempo: 24736 ms | TextId: So01.Do1187.V2017-06-29.Se02.T15 | No. Concepts: 15 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1034) | Tiempo: 12100 ms | TextId: So01.Do1187.V2017-06-29.Se02.T16 | No. Concepts: 5 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1035) | Tiempo: 177 ms | TextId: So01.Do1187.V2017-06-29.Se02.T17 | No. Concepts: 1 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1036) | Tiempo: 12809 ms | TextId: So01.Do1187.V2017-06-29.Se02.T18 | No. Concepts: 4 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1037) | Tiempo: 57 ms | TextId: So01.Do1187.V2017-06-29.Se02.T19 | No. Concepts: 1 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1038) | Tiempo: 1706 ms | TextId: So01.Do1187.V2017-06-29.Se02.T20 | No. Concepts: 2 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1039) | Tiempo: 6105 ms | TextId: So01.Do1187.V2017-06-29.Se02.T21 | No. Concepts: 4 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1040) | Tiempo: 19354 ms | TextId: So01.Do1187.V2017-06-29.Se02.T22 | No. Concepts: 9 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1041) | Tiempo: 7087 ms | TextId: So01.Do1187.V2017-06-29.Se02.T23 | No. Concepts: 4 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1042) | Tiempo: 2956 ms | TextId: So01.Do1187.V2017-06-29.Se02.T24 | No. Concepts: 3 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1043) | Tiempo: 4231 ms | TextId: So01.Do1187.V2017-06-29.Se02.T25 | No. Concepts: 3 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1044) | Tiempo: 4627 ms | TextId: So01.Do1187.V2017-06-29.Se02.T26 | No. Concepts: 3 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1045) | Tiempo: 295 ms | TextId: So01.Do1187.V2017-06-29.Se02.T27 | No. Concepts: 1 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1046) | Tiempo: 226 ms | TextId: So01.Do1187.V2017-06-29.Se02.T28 | No. Concepts: 1 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1047) | Tiempo: 22682 ms | TextId: So01.Do1187.V2017-06-29.Se02.T29 | No. Concepts: 8 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1048) | Tiempo: 14291 ms | TextId: So01.Do1187.V2017-06-29.Se02.T30 | No. Concepts: 8 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1049) | Tiempo: 91 ms | TextId: So01.Do1187.V2017-06-29.Se02.T31 | No. Concepts: 1 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1050) | Tiempo: 13 ms | TextId: So01.Do1187.V2017-06-29.Se02.T32 | No. Concepts: 1 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1051) | Tiempo: 9524 ms | TextId: So01.Do1187.V2017-06-29.Se02.T33 | No. Concepts: 4 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1052) | Tiempo: 11200 ms | TextId: So01.Do1187.V2017-06-29.Se02.T34 | No. Concepts: 5 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1053) | Tiempo: 4490 ms | TextId: So01.Do1187.V2017-06-29.Se02.T35 | No. Concepts: 3 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1054) | Tiempo: 1492 ms | TextId: So01.Do1187.V2017-06-29.Se02.T36 | No. Concepts: 2 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1055) | Tiempo: 12001 ms | TextId: So01.Do1187.V2017-06-29.Se02.T37 | No. Concepts: 7 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1056) | Tiempo: 2509 ms | TextId: So01.Do1187.V2017-06-29.Se02.T38 | No. Concepts: 3 | Doc: So01.Do1187 - 2017-06-29 | Section: Diagnosis 
Text(1057) | Tiempo: 24179 ms | TextId: So01.Do1188.V2017-06-29.Se04.T01 | No. Concepts: 15 | Doc: So01.Do1188 - 2017-06-29 | Section: Signs and symptoms 
Text(1058) | Tiempo: 4087 ms | TextId: So01.Do1188.V2017-06-29.Se04.T02 | No. Concepts: 4 | Doc: So01.Do1188 - 2017-06-29 | Section: Signs and symptoms 
Text(1059) | Tiempo: 11276 ms | TextId: So01.Do1189.V2017-06-29.Se02.T01 | No. Concepts: 6 | Doc: So01.Do1189 - 2017-06-29 | Section: Diagnosis 
Text(1060) | Tiempo: 1636 ms | TextId: So01.Do1189.V2017-06-29.Se02.T02 | No. Concepts: 2 | Doc: So01.Do1189 - 2017-06-29 | Section: Diagnosis 
Text(1061) | Tiempo: 2487 ms | TextId: So01.Do1189.V2017-06-29.Se02.T03 | No. Concepts: 2 | Doc: So01.Do1189 - 2017-06-29 | Section: Diagnosis 
Text(1062) | Tiempo: 971 ms | TextId: So01.Do1189.V2017-06-29.Se02.T04 | No. Concepts: 2 | Doc: So01.Do1189 - 2017-06-29 | Section: Diagnosis 
Text(1063) | Tiempo: 1242 ms | TextId: So01.Do1189.V2017-06-29.Se02.T05 | No. Concepts: 2 | Doc: So01.Do1189 - 2017-06-29 | Section: Diagnosis 
Text(1064) | Tiempo: 3010 ms | TextId: So01.Do1189.V2017-06-29.Se02.T06 | No. Concepts: 2 | Doc: So01.Do1189 - 2017-06-29 | Section: Diagnosis 
Text(1065) | Tiempo: 56 ms | TextId: So01.Do1189.V2017-06-29.Se02.T07 | No. Concepts: 1 | Doc: So01.Do1189 - 2017-06-29 | Section: Diagnosis 
Text(1066) | Tiempo: 2150 ms | TextId: So01.Do1189.V2017-06-29.Se02.T08 | No. Concepts: 2 | Doc: So01.Do1189 - 2017-06-29 | Section: Diagnosis 
Text(1067) | Tiempo: 108 ms | TextId: So01.Do1189.V2017-06-29.Se02.T09 | No. Concepts: 1 | Doc: So01.Do1189 - 2017-06-29 | Section: Diagnosis 
Text(1068) | Tiempo: 2169 ms | TextId: So01.Do1189.V2017-06-29.Se02.T10 | No. Concepts: 2 | Doc: So01.Do1189 - 2017-06-29 | Section: Diagnosis 
Text(1069) | Tiempo: 3603 ms | TextId: So01.Do1189.V2017-06-29.Se02.T11 | No. Concepts: 3 | Doc: So01.Do1189 - 2017-06-29 | Section: Diagnosis 
Text(1070) | Tiempo: 5326 ms | TextId: So01.Do1189.V2017-06-29.Se02.T12 | No. Concepts: 4 | Doc: So01.Do1189 - 2017-06-29 | Section: Diagnosis 
Text(1071) | Tiempo: 1595 ms | TextId: So01.Do1189.V2017-06-29.Se02.T13 | No. Concepts: 2 | Doc: So01.Do1189 - 2017-06-29 | Section: Diagnosis 
